parcelle;date;plot;modalite;plante;degat;Ground_cover
2023- P3;11.09.2023;5;OSR;7;17;27.8715
2023- P3;11.09.2023;5;OSR;8;12;27.8715
2023- P3;11.09.2023;5;OSR;9;5;27.8715
2023- P3;11.09.2023;5;OSR;10;1;27.8715
2023- P3;11.09.2023;5;OSR;11;12;27.8715
2023- P3;11.09.2023;5;OSR;12;5;27.8715
2023- P3;11.09.2023;5;OSR;13;4;27.8715
2023- P3;11.09.2023;5;OSR;14;7;27.8715
2023- P3;11.09.2023;5;OSR;15;0;27.8715
2023- P3;11.09.2023;5;OSR;16;5;27.8715
2023- P3;11.09.2023;5;OSR;17;0;27.8715
2023- P3;11.09.2023;5;OSR;18;0;27.8715
2023- P3;11.09.2023;5;OSR;19;4;27.8715
2023- P3;11.09.2023;5;OSR;20;10;27.8715
2023- P3;11.09.2023;2;OSR + WFB;1;1;19.3461
2023- P3;11.09.2023;5;OSR + WFB;2;0;19.3461
2023- P3;11.09.2023;5;OSR + WFB;3;0;19.3461
2023- P3;11.09.2023;5;OSR + WFB;4;1;19.3461
2023- P3;11.09.2023;5;OSR + WFB;5;1;19.3461
2023- P3;11.09.2023;5;OSR + WFB;6;5;19.3461
2023- P3;11.09.2023;5;OSR + WFB;7;3;19.3461
2023- P3;11.09.2023;5;OSR + WFB;8;13;19.3461
2023- P3;11.09.2023;5;OSR + WFB;9;7;19.3461
2023- P3;11.09.2023;5;OSR + WFB;10;1;19.3461
2023- P3;11.09.2023;5;OSR + WFB;11;0;19.3461
2023- P3;11.09.2023;5;OSR + WFB;12;9;19.3461
2023- P3;11.09.2023;5;OSR + WFB;13;7;19.3461
2023- P3;11.09.2023;5;OSR + WFB;14;4;19.3461
2023- P3;11.09.2023;5;OSR + WFB;15;2;19.3461
2023- P3;11.09.2023;5;OSR + WFB;16;0;19.3461
2023- P3;11.09.2023;5;OSR + WFB;17;1;19.3461
2023- P3;11.09.2023;5;OSR + WFB;18;4;19.3461
2023- P3;11.09.2023;5;OSR + WFB;19;2;19.3461
2023- P3;11.09.2023;5;OSR + WFB;20;3;19.3461
2023- P3;11.09.2023;3;OSR + WFB;1;7;20.8763
2023- P3;11.09.2023;6;OSR;2;7;20.8763
2023- P3;11.09.2023;6;OSR;3;0;20.8763
2023- P3;11.09.2023;6;OSR;4;36;20.8763
2023- P3;11.09.2023;6;OSR;5;13;20.8763
2023- P3;11.09.2023;6;OSR;6;9;20.8763
2023- P3;11.09.2023;6;OSR;7;2;20.8763
2023- P3;11.09.2023;6;OSR;8;3;20.8763
2023- P3;11.09.2023;6;OSR;9;3;20.8763
2023- P3;11.09.2023;6;OSR;10;18;20.8763
2023- P3;11.09.2023;6;OSR;11;0;20.8763
2023- P3;11.09.2023;6;OSR;12;4;20.8763
2023- P3;11.09.2023;6;OSR;13;0;20.8763
2023- P3;11.09.2023;6;OSR;14;0;20.8763
2023- P3;11.09.2023;6;OSR;15;7;20.8763
2023- P3;11.09.2023;6;OSR;16;15;20.8763
2023- P3;11.09.2023;6;OSR;17;4;20.8763
2023- P3;11.09.2023;6;OSR;18;0;20.8763
2023- P3;11.09.2023;6;OSR;19;13;20.8763
2023- P3;11.09.2023;6;OSR;20;10;20.8763
2023- P3;11.09.2023;4;OSR + WFB;1;11;19.4554
2023- P3;11.09.2023;6;OSR + ART;2;2;19.4554
2023- P3;11.09.2023;6;OSR + ART;3;6;19.4554
2023- P3;11.09.2023;6;OSR + ART;4;0;19.4554
2023- P3;11.09.2023;6;OSR + ART;5;0;19.4554
2023- P3;11.09.2023;6;OSR + ART;6;2;19.4554
2023- P3;11.09.2023;6;OSR + ART;7;0;19.4554
2023- P3;11.09.2023;6;OSR + ART;8;6;19.4554
2023- P3;11.09.2023;6;OSR + ART;9;13;19.4554
2023- P3;11.09.2023;6;OSR + ART;10;7;19.4554
2023- P3;11.09.2023;6;OSR + ART;11;7;19.4554
2023- P3;11.09.2023;6;OSR + ART;12;2;19.4554
2023- P3;11.09.2023;6;OSR + ART;13;0;19.4554
2023- P3;11.09.2023;6;OSR + ART;14;1;19.4554
2023- P3;11.09.2023;6;OSR + ART;15;21;19.4554
2023- P3;11.09.2023;6;OSR + ART;16;5;19.4554
2023- P3;11.09.2023;6;OSR + ART;17;0;19.4554
2023- P3;11.09.2023;6;OSR + ART;18;4;19.4554
2023- P3;11.09.2023;6;OSR + ART;19;6;19.4554
2023- P3;11.09.2023;6;OSR + ART;20;3;19.4554
2023- P3;11.09.2023;5;OSR + WFB;1;11;14.5369
2023- P3;11.09.2023;6;OSR + SFB;2;0;14.5369
2023- P3;11.09.2023;6;OSR + SFB;3;8;14.5369
2023- P3;11.09.2023;6;OSR + SFB;4;1;14.5369
2023- P3;11.09.2023;6;OSR + SFB;5;8;14.5369
2023- P3;11.09.2023;6;OSR + SFB;6;7;14.5369
2023- P3;11.09.2023;6;OSR + SFB;7;2;14.5369
2023- P3;11.09.2023;6;OSR + SFB;8;0;14.5369
2023- P3;11.09.2023;6;OSR + SFB;9;3;14.5369
2023- P3;11.09.2023;6;OSR + SFB;10;4;14.5369
2023- P3;11.09.2023;6;OSR + SFB;11;3;14.5369
2023- P3;11.09.2023;6;OSR + SFB;12;14;14.5369
2023- P3;11.09.2023;6;OSR + SFB;13;16;14.5369
2023- P3;11.09.2023;6;OSR + SFB;14;5;14.5369
2023- P3;11.09.2023;6;OSR + SFB;15;6;14.5369
2023- P3;11.09.2023;6;OSR + SFB;16;4;14.5369
2023- P3;11.09.2023;6;OSR + SFB;17;13;14.5369
2023- P3;11.09.2023;6;OSR + SFB;18;6;14.5369
2023- P3;11.09.2023;6;OSR + SFB;19;7;14.5369
2023- P3;11.09.2023;6;OSR + SFB;20;9;14.5369
2023- P3;11.09.2023;6;OSR + WFB;1;2;21.3135
2023- P3;11.09.2023;6;OSR + WFB;2;2;21.3135
2023- P3;11.09.2023;6;OSR + WFB;3;1;21.3135
2023- P3;11.09.2023;6;OSR + WFB;4;2;21.3135
2023- P3;11.09.2023;6;OSR + WFB;5;7;21.3135
2023- P3;11.09.2023;6;OSR + WFB;6;14;21.3135
2023- P3;11.09.2023;6;OSR + WFB;7;2;21.3135
2023- P3;11.09.2023;6;OSR + WFB;8;2;21.3135
2023- P3;11.09.2023;6;OSR + WFB;9;2;21.3135
2023- P3;11.09.2023;6;OSR + WFB;10;2;21.3135
2023- P3;11.09.2023;6;OSR + WFB;11;3;21.3135
2023- P3;11.09.2023;6;OSR + WFB;12;4;21.3135
2023- P3;11.09.2023;6;OSR + WFB;13;8;21.3135
2023- P3;11.09.2023;6;OSR + WFB;14;9;21.3135
2023- P3;11.09.2023;6;OSR + WFB;15;8;21.3135
2023- P3;11.09.2023;6;OSR + WFB;16;3;21.3135
2023- P3;11.09.2023;6;OSR + WFB;17;2;21.3135
2023- P3;11.09.2023;6;OSR + WFB;18;2;21.3135
2023- P3;11.09.2023;6;OSR + WFB;19;14;21.3135
2023- P3;11.09.2023;6;OSR + WFB;20;7;21.3135
