parcelle;date;plot;modalite;plante;degat;Ground_cover
2022- P2;22.09.2022;1;OSR;9;12;1.6395
2022- P2;22.09.2022;1;OSR;10;6;1.6395
2022- P2;22.09.2022;2;OSR + SFB;1;8;15.151
2022- P2;22.09.2022;2;OSR + SFB;2;3;15.151
2022- P2;22.09.2022;2;OSR + SFB;3;2;15.151
2022- P2;22.09.2022;2;OSR + SFB;4;9;15.151
2022- P2;22.09.2022;2;OSR + SFB;5;7;15.151
2022- P2;22.09.2022;2;OSR + SFB;6;3;15.151
2022- P2;22.09.2022;2;OSR + SFB;7;0;15.151
2022- P2;22.09.2022;2;OSR + SFB;8;2;15.151
2022- P2;22.09.2022;2;OSR + SFB;9;6;15.151
2022- P2;22.09.2022;2;OSR + SFB;10;7;15.151
2022- P2;22.09.2022;2;OSR + ART;1;2;10.9
2022- P2;22.09.2022;2;OSR + ART;2;0;10.9
2022- P2;22.09.2022;2;OSR + ART;3;10;10.9
2022- P2;22.09.2022;2;OSR + ART;4;12;10.9
2022- P2;22.09.2022;2;OSR + ART;5;41;10.9
2022- P2;22.09.2022;2;OSR + ART;6;18;10.9
2022- P2;22.09.2022;2;OSR + ART;7;14;10.9
2022- P2;22.09.2022;2;OSR + ART;8;5;10.9
2022- P2;22.09.2022;2;OSR + ART;9;15;10.9
2022- P2;22.09.2022;2;OSR + ART;10;3;10.9
2022- P2;22.09.2022;1;OSR + WFB;1;10;16.132
2022- P2;22.09.2022;1;OSR + WFB;2;8;16.132
2022- P2;22.09.2022;1;OSR + WFB;3;7;16.132
2022- P2;22.09.2022;1;OSR + WFB;4;3;16.132
2022- P2;22.09.2022;1;OSR + WFB;5;21;16.132
2022- P2;22.09.2022;1;OSR + WFB;6;32;16.132
2022- P2;22.09.2022;1;OSR + WFB;7;11;16.132
2022- P2;22.09.2022;1;OSR + WFB;8;16;16.132
2022- P2;22.09.2022;1;OSR + WFB;9;13;16.132
2022- P2;22.09.2022;1;OSR + WFB;10;8;16.132
2022- P2;22.09.2022;2;OSR;1;50;10.1649
2022- P2;22.09.2022;2;OSR;2;50;10.1649
2022- P2;22.09.2022;2;OSR;3;42;10.1649
2022- P2;22.09.2022;2;OSR;4;11;10.1649
2022- P2;22.09.2022;2;OSR;5;31;10.1649
2022- P2;22.09.2022;2;OSR;6;22;10.1649
2022- P2;22.09.2022;2;OSR;7;12;10.1649
2022- P2;22.09.2022;2;OSR;8;30;10.1649
2022- P2;22.09.2022;2;OSR;9;26;10.1649
2022- P2;22.09.2022;2;OSR;10;50;10.1649
2022- P2;22.09.2022;2;OSR + WFB;1;50;13.7718
2022- P2;22.09.2022;2;OSR + WFB;2;29;13.7718
2022- P2;22.09.2022;2;OSR + WFB;3;10;13.7718
2022- P2;22.09.2022;2;OSR + WFB;4;6;13.7718
2022- P2;22.09.2022;2;OSR + WFB;5;22;13.7718
2022- P2;22.09.2022;2;OSR + WFB;6;50;13.7718
2022- P2;22.09.2022;2;OSR + WFB;7;6;13.7718
2022- P2;22.09.2022;2;OSR + WFB;8;5;13.7718
2022- P2;22.09.2022;2;OSR + WFB;9;7;13.7718
2022- P2;22.09.2022;2;OSR + WFB;10;34;13.7718
2022- P2;22.09.2022;3;OSR + ART;1;39;9.6184
2022- P2;22.09.2022;3;OSR + ART;2;35;9.6184
2022- P2;22.09.2022;3;OSR + ART;3;21;9.6184
2022- P2;22.09.2022;3;OSR + ART;4;50;9.6184
2022- P2;22.09.2022;3;OSR + ART;5;8;9.6184
2022- P2;22.09.2022;3;OSR + ART;6;11;9.6184
2022- P2;22.09.2022;3;OSR + ART;7;2;9.6184
2022- P2;22.09.2022;3;OSR + ART;8;16;9.6184
2022- P2;22.09.2022;3;OSR + ART;9;21;9.6184
2022- P2;22.09.2022;3;OSR + ART;10;10;9.6184
2022- P2;22.09.2022;3;OSR + WFB;1;0;12.4602
2022- P2;22.09.2022;3;OSR + WFB;2;13;12.4602
2022- P2;22.09.2022;3;OSR + WFB;3;11;12.4602
2022- P2;22.09.2022;3;OSR + WFB;4;6;12.4602
2022- P2;22.09.2022;3;OSR + WFB;5;2;12.4602
2022- P2;22.09.2022;3;OSR + WFB;6;2;12.4602
2022- P2;22.09.2022;3;OSR + WFB;7;12;12.4602
2022- P2;22.09.2022;3;OSR + WFB;8;6;12.4602
2022- P2;22.09.2022;3;OSR + WFB;9;18;12.4602
2022- P2;22.09.2022;3;OSR + WFB;10;21;12.4602
2022- P2;22.09.2022;3;OSR;1;2;25.3576
2022- P2;22.09.2022;3;OSR;2;11;25.3576
2022- P2;22.09.2022;3;OSR;3;5;25.3576
2022- P2;22.09.2022;3;OSR;4;12;25.3576
2022- P2;22.09.2022;3;OSR;5;0;25.3576
2022- P2;22.09.2022;3;OSR;6;4;25.3576
2022- P2;22.09.2022;3;OSR;7;2;25.3576
2022- P2;22.09.2022;3;OSR;8;18;25.3576
2022- P2;22.09.2022;3;OSR;9;0;25.3576
2022- P2;22.09.2022;3;OSR;10;14;25.3576
2022- P2;22.09.2022;3;OSR + SFB;1;1;13.5532
2022- P2;22.09.2022;3;OSR + SFB;2;3;13.5532
2022- P2;22.09.2022;3;OSR + SFB;3;6;13.5532
2022- P2;22.09.2022;3;OSR + SFB;4;4;13.5532
2022- P2;22.09.2022;3;OSR + SFB;5;12;13.5532
2022- P2;22.09.2022;3;OSR + SFB;6;1;13.5532
2022- P2;22.09.2022;3;OSR + SFB;7;2;13.5532
2022- P2;22.09.2022;3;OSR + SFB;8;2;13.5532
2022- P2;22.09.2022;3;OSR + SFB;9;8;13.5532
2022- P2;22.09.2022;3;OSR + SFB;10;5;13.5532
2023- P3;11.09.2023;1;OSR;1;10;19.7833
2023- P3;11.09.2023;1;OSR + ART;2;2;19.7833
2023- P3;11.09.2023;1;OSR + ART;3;4;19.7833
2023- P3;11.09.2023;1;OSR + ART;4;1;19.7833
2023- P3;11.09.2023;1;OSR + ART;5;3;19.7833
2023- P3;11.09.2023;1;OSR + ART;6;11;19.7833
2023- P3;11.09.2023;1;OSR + ART;7;2;19.7833
2023- P3;11.09.2023;1;OSR + ART;8;13;19.7833
2023- P3;11.09.2023;1;OSR + ART;9;10;19.7833
2023- P3;11.09.2023;1;OSR + ART;10;10;19.7833
2023- P3;11.09.2023;1;OSR + ART;11;2;19.7833
2023- P3;11.09.2023;1;OSR + ART;12;30;19.7833
2023- P3;11.09.2023;1;OSR + ART;13;4;19.7833
2023- P3;11.09.2023;1;OSR + ART;14;0;19.7833
2023- P3;11.09.2023;1;OSR + ART;15;5;19.7833
2023- P3;11.09.2023;1;OSR + ART;16;4;19.7833
2023- P3;11.09.2023;1;OSR + ART;17;1;19.7833
2023- P3;11.09.2023;1;OSR + ART;18;0;19.7833
2023- P3;11.09.2023;1;OSR + ART;19;3;19.7833
2023- P3;11.09.2023;1;OSR + ART;20;4;19.7833
2023- P3;11.09.2023;2;OSR;1;31;32.1342
2023- P3;11.09.2023;1;OSR + SFB;2;14;32.1342
2023- P3;11.09.2023;1;OSR + SFB;3;15;32.1342
2023- P3;11.09.2023;1;OSR + SFB;4;0;32.1342
2023- P3;11.09.2023;1;OSR + SFB;5;0;32.1342
2023- P3;11.09.2023;1;OSR + SFB;6;0;32.1342
2023- P3;11.09.2023;1;OSR + SFB;7;2;32.1342
2023- P3;11.09.2023;1;OSR + SFB;8;2;32.1342
2023- P3;11.09.2023;1;OSR + SFB;9;5;32.1342
2023- P3;11.09.2023;1;OSR + SFB;10;1;32.1342
2023- P3;11.09.2023;1;OSR + SFB;11;0;32.1342
2023- P3;11.09.2023;1;OSR + SFB;12;8;32.1342
2023- P3;11.09.2023;1;OSR + SFB;13;2;32.1342
2023- P3;11.09.2023;1;OSR + SFB;14;5;32.1342
2023- P3;11.09.2023;1;OSR + SFB;15;1;32.1342
2023- P3;11.09.2023;1;OSR + SFB;16;11;32.1342
2023- P3;11.09.2023;1;OSR + SFB;17;1;32.1342
2023- P3;11.09.2023;1;OSR + SFB;18;1;32.1342
2023- P3;11.09.2023;1;OSR + SFB;19;0;32.1342
2023- P3;11.09.2023;1;OSR + SFB;20;0;32.1342
2023- P3;11.09.2023;3;OSR;1;37;10.0556
2023- P3;11.09.2023;1;OSR;2;34;10.0556
2023- P3;11.09.2023;1;OSR;3;7;10.0556
2023- P3;11.09.2023;1;OSR;4;2;10.0556
2023- P3;11.09.2023;1;OSR;5;6;10.0556
2023- P3;11.09.2023;1;OSR;6;14;10.0556
2023- P3;11.09.2023;1;OSR;7;16;10.0556
2023- P3;11.09.2023;1;OSR;8;17;10.0556
2023- P3;11.09.2023;1;OSR;9;10;10.0556
2023- P3;11.09.2023;1;OSR;10;1;10.0556
2023- P3;11.09.2023;1;OSR;11;5;10.0556
2023- P3;11.09.2023;1;OSR;12;3;10.0556
2023- P3;11.09.2023;1;OSR;13;10;10.0556
2023- P3;11.09.2023;1;OSR;14;10;10.0556
2023- P3;11.09.2023;1;OSR;15;18;10.0556
2023- P3;11.09.2023;1;OSR;16;33;10.0556
2023- P3;11.09.2023;1;OSR;17;50;10.0556
2023- P3;11.09.2023;1;OSR;18;10;10.0556
2023- P3;11.09.2023;1;OSR;19;30;10.0556
2023- P3;11.09.2023;1;OSR;20;13;10.0556
2023- P3;11.09.2023;4;OSR;1;19;13.5532
2023- P3;11.09.2023;1;OSR + WFB;2;3;13.5532
2023- P3;11.09.2023;1;OSR + WFB;3;9;13.5532
2023- P3;11.09.2023;1;OSR + WFB;4;5;13.5532
2023- P3;11.09.2023;1;OSR + WFB;5;2;13.5532
2023- P3;11.09.2023;1;OSR + WFB;6;25;13.5532
2023- P3;11.09.2023;1;OSR + WFB;7;4;13.5532
2023- P3;11.09.2023;1;OSR + WFB;8;13;13.5532
2023- P3;11.09.2023;1;OSR + WFB;9;7;13.5532
2023- P3;11.09.2023;1;OSR + WFB;10;2;13.5532
2023- P3;11.09.2023;1;OSR + WFB;11;8;13.5532
2023- P3;11.09.2023;1;OSR + WFB;12;4;13.5532
2023- P3;11.09.2023;1;OSR + WFB;13;50;13.5532
2023- P3;11.09.2023;1;OSR + WFB;14;15;13.5532
2023- P3;11.09.2023;1;OSR + WFB;15;22;13.5532
2023- P3;11.09.2023;1;OSR + WFB;16;4;13.5532
2023- P3;11.09.2023;1;OSR + WFB;17;1;13.5532
2023- P3;11.09.2023;1;OSR + WFB;18;8;13.5532
2023- P3;11.09.2023;1;OSR + WFB;19;10;13.5532
2023- P3;11.09.2023;1;OSR + WFB;20;2;13.5532
2023- P3;11.09.2023;5;OSR;1;6;17.0508
2023- P3;11.09.2023;2;OSR;2;50;17.0508
2023- P3;11.09.2023;2;OSR;3;8;17.0508
2023- P3;11.09.2023;2;OSR;4;14;17.0508
2023- P3;11.09.2023;2;OSR;5;29;17.0508
2023- P3;11.09.2023;2;OSR;6;15;17.0508
2023- P3;11.09.2023;2;OSR;7;17;17.0508
2023- P3;11.09.2023;2;OSR;8;13;17.0508
2023- P3;11.09.2023;2;OSR;9;11;17.0508
2023- P3;11.09.2023;2;OSR;10;32;17.0508
2023- P3;11.09.2023;2;OSR;11;50;17.0508
2023- P3;11.09.2023;2;OSR;12;32;17.0508
2023- P3;11.09.2023;2;OSR;13;24;17.0508
2023- P3;11.09.2023;2;OSR;14;13;17.0508
2023- P3;11.09.2023;2;OSR;15;28;17.0508
2023- P3;11.09.2023;2;OSR;16;35;17.0508
2023- P3;11.09.2023;2;OSR;17;11;17.0508
2023- P3;11.09.2023;2;OSR;18;14;17.0508
2023- P3;11.09.2023;2;OSR;19;27;17.0508
2023- P3;11.09.2023;2;OSR;20;22;17.0508
2023- P3;11.09.2023;6;OSR;1;8;6.7766
2023- P3;11.09.2023;2;OSR + ART;2;13;6.7766
2023- P3;11.09.2023;2;OSR + ART;3;12;6.7766
2023- P3;11.09.2023;2;OSR + ART;4;3;6.7766
2023- P3;11.09.2023;2;OSR + ART;5;7;6.7766
2023- P3;11.09.2023;2;OSR + ART;6;13;6.7766
2023- P3;11.09.2023;2;OSR + ART;7;25;6.7766
2023- P3;11.09.2023;2;OSR + ART;8;32;6.7766
2023- P3;11.09.2023;2;OSR + ART;9;21;6.7766
2023- P3;11.09.2023;2;OSR + ART;10;17;6.7766
2023- P3;11.09.2023;2;OSR + ART;11;18;6.7766
2023- P3;11.09.2023;2;OSR + ART;12;26;6.7766
2023- P3;11.09.2023;2;OSR + ART;13;17;6.7766
2023- P3;11.09.2023;2;OSR + ART;14;20;6.7766
2023- P3;11.09.2023;2;OSR + ART;15;8;6.7766
2023- P3;11.09.2023;2;OSR + ART;16;7;6.7766
2023- P3;11.09.2023;2;OSR + ART;17;15;6.7766
2023- P3;11.09.2023;2;OSR + ART;18;22;6.7766
2023- P3;11.09.2023;2;OSR + ART;19;50;6.7766
2023- P3;11.09.2023;2;OSR + ART;20;13;6.7766
2023- P3;11.09.2023;1;OSR + ART;1;0;16.459
2023- P3;11.09.2023;2;OSR + SFB;2;5;16.459
2023- P3;11.09.2023;2;OSR + SFB;3;1;16.459
2023- P3;11.09.2023;2;OSR + SFB;4;1;16.459
2023- P3;11.09.2023;2;OSR + SFB;5;10;16.459
2023- P3;11.09.2023;2;OSR + SFB;6;5;16.459
2023- P3;11.09.2023;2;OSR + SFB;7;10;16.459
2023- P3;11.09.2023;2;OSR + SFB;8;21;16.459
2023- P3;11.09.2023;2;OSR + SFB;9;9;16.459
2023- P3;11.09.2023;2;OSR + SFB;10;9;16.459
2023- P3;11.09.2023;2;OSR + SFB;11;14;16.459
2023- P3;11.09.2023;2;OSR + SFB;12;34;16.459
2023- P3;11.09.2023;2;OSR + SFB;13;38;16.459
2023- P3;11.09.2023;2;OSR + SFB;14;8;16.459
2023- P3;11.09.2023;2;OSR + SFB;15;2;16.459
2023- P3;11.09.2023;2;OSR + SFB;16;32;16.459
2023- P3;11.09.2023;2;OSR + SFB;17;11;16.459
2023- P3;11.09.2023;2;OSR + SFB;18;2;16.459
2023- P3;11.09.2023;2;OSR + SFB;19;11;16.459
2023- P3;11.09.2023;2;OSR + SFB;20;5;16.459
2023- P3;11.09.2023;2;OSR + ART;1;20;22.999
2023- P3;11.09.2023;2;OSR + WFB;2;2;22.999
2023- P3;11.09.2023;2;OSR + WFB;3;0;22.999
2023- P3;11.09.2023;2;OSR + WFB;4;0;22.999
2023- P3;11.09.2023;2;OSR + WFB;5;10;22.999
2023- P3;11.09.2023;2;OSR + WFB;6;14;22.999
2023- P3;11.09.2023;2;OSR + WFB;7;3;22.999
2023- P3;11.09.2023;2;OSR + WFB;8;8;22.999
2023- P3;11.09.2023;2;OSR + WFB;9;15;22.999
2023- P3;11.09.2023;2;OSR + WFB;10;5;22.999
2023- P3;11.09.2023;2;OSR + WFB;11;12;22.999
2023- P3;11.09.2023;2;OSR + WFB;12;1;22.999
2023- P3;11.09.2023;2;OSR + WFB;13;6;22.999
2023- P3;11.09.2023;2;OSR + WFB;14;4;22.999
2023- P3;11.09.2023;2;OSR + WFB;15;4;22.999
2023- P3;11.09.2023;2;OSR + WFB;16;42;22.999
2023- P3;11.09.2023;2;OSR + WFB;17;0;22.999
2023- P3;11.09.2023;2;OSR + WFB;18;3;22.999
2023- P3;11.09.2023;2;OSR + WFB;19;10;22.999
2023- P3;11.09.2023;2;OSR + WFB;20;16;22.999
2023- P3;11.09.2023;3;OSR + ART;1;29;17.113
2023- P3;11.09.2023;3;OSR;2;15;17.113
2023- P3;11.09.2023;3;OSR;3;8;17.113
2023- P3;11.09.2023;3;OSR;4;12;17.113
2023- P3;11.09.2023;3;OSR;5;29;17.113
2023- P3;11.09.2023;3;OSR;6;0;17.113
2023- P3;11.09.2023;3;OSR;7;17;17.113
2023- P3;11.09.2023;3;OSR;8;4;17.113
2023- P3;11.09.2023;3;OSR;9;16;17.113
2023- P3;11.09.2023;3;OSR;10;19;17.113
2023- P3;11.09.2023;3;OSR;11;9;17.113
2023- P3;11.09.2023;3;OSR;12;2;17.113
2023- P3;11.09.2023;3;OSR;13;17;17.113
2023- P3;11.09.2023;3;OSR;14;37;17.113
2023- P3;11.09.2023;3;OSR;15;10;17.113
2023- P3;11.09.2023;3;OSR;16;20;17.113
2023- P3;11.09.2023;3;OSR;17;50;17.113
2023- P3;11.09.2023;3;OSR;18;7;17.113
2023- P3;11.09.2023;3;OSR;19;12;17.113
2023- P3;11.09.2023;3;OSR;20;10;17.113
2023- P3;11.09.2023;4;OSR + ART;1;4;14.388
2023- P3;11.09.2023;3;OSR + WFB;2;0;14.388
2023- P3;11.09.2023;3;OSR + WFB;3;3;14.388
2023- P3;11.09.2023;3;OSR + WFB;4;2;14.388
2023- P3;11.09.2023;3;OSR + WFB;5;1;14.388
2023- P3;11.09.2023;3;OSR + WFB;6;0;14.388
2023- P3;11.09.2023;3;OSR + WFB;7;3;14.388
2023- P3;11.09.2023;3;OSR + WFB;8;18;14.388
2023- P3;11.09.2023;3;OSR + WFB;9;2;14.388
2023- P3;11.09.2023;3;OSR + WFB;10;0;14.388
2023- P3;11.09.2023;3;OSR + WFB;11;2;14.388
2023- P3;11.09.2023;3;OSR + WFB;12;6;14.388
2023- P3;11.09.2023;3;OSR + WFB;13;3;14.388
2023- P3;11.09.2023;3;OSR + WFB;14;9;14.388
2023- P3;11.09.2023;3;OSR + WFB;15;5;14.388
2023- P3;11.09.2023;3;OSR + WFB;16;10;14.388
2023- P3;11.09.2023;3;OSR + WFB;17;6;14.388
2023- P3;11.09.2023;3;OSR + WFB;18;1;14.388
2023- P3;11.09.2023;3;OSR + WFB;19;9;14.388
2023- P3;11.09.2023;3;OSR + WFB;20;11;14.388
2023- P3;11.09.2023;5;OSR + ART;1;7;17.222
2023- P3;11.09.2023;3;OSR + SFB;2;20;17.222
2023- P3;11.09.2023;3;OSR + SFB;3;22;17.222
2023- P3;11.09.2023;3;OSR + SFB;4;33;17.222
2023- P3;11.09.2023;3;OSR + SFB;5;20;17.222
2023- P3;11.09.2023;3;OSR + SFB;6;30;17.222
2023- P3;11.09.2023;3;OSR + SFB;7;14;17.222
2023- P3;11.09.2023;3;OSR + SFB;8;12;17.222
2023- P3;11.09.2023;3;OSR + SFB;9;23;17.222
2023- P3;11.09.2023;3;OSR + SFB;10;23;17.222
2023- P3;11.09.2023;3;OSR + SFB;11;32;17.222
2023- P3;11.09.2023;3;OSR + SFB;12;32;17.222
2023- P3;11.09.2023;3;OSR + SFB;13;40;17.222
2023- P3;11.09.2023;3;OSR + SFB;14;15;17.222
2023- P3;11.09.2023;3;OSR + SFB;15;13;17.222
2023- P3;11.09.2023;3;OSR + SFB;16;20;17.222
2023- P3;11.09.2023;3;OSR + SFB;17;17;17.222
2023- P3;11.09.2023;3;OSR + SFB;18;10;17.222
2023- P3;11.09.2023;3;OSR + SFB;19;26;17.222
2023- P3;11.09.2023;3;OSR + SFB;20;24;17.222
2023- P3;11.09.2023;6;OSR + ART;1;0;10.573
2023- P3;11.09.2023;3;OSR + ART;2;11;10.573
2023- P3;11.09.2023;3;OSR + ART;3;3;10.573
2023- P3;11.09.2023;3;OSR + ART;4;29;10.573
2023- P3;11.09.2023;3;OSR + ART;5;1;10.573
2023- P3;11.09.2023;3;OSR + ART;6;4;10.573
2023- P3;11.09.2023;3;OSR + ART;7;9;10.573
2023- P3;11.09.2023;3;OSR + ART;8;17;10.573
2023- P3;11.09.2023;3;OSR + ART;9;6;10.573
2023- P3;11.09.2023;3;OSR + ART;10;30;10.573
2023- P3;11.09.2023;3;OSR + ART;11;16;10.573
2023- P3;11.09.2023;3;OSR + ART;12;6;10.573
2023- P3;11.09.2023;3;OSR + ART;13;23;10.573
2023- P3;11.09.2023;3;OSR + ART;14;6;10.573
2023- P3;11.09.2023;3;OSR + ART;15;12;10.573
2023- P3;11.09.2023;3;OSR + ART;16;11;10.573
2023- P3;11.09.2023;3;OSR + ART;17;15;10.573
2023- P3;11.09.2023;3;OSR + ART;18;18;10.573
2023- P3;11.09.2023;3;OSR + ART;19;7;10.573
2023- P3;11.09.2023;3;OSR + ART;20;7;10.573
2023- P3;11.09.2023;1;OSR + SFB;1;0;16.7229
2023- P3;11.09.2023;4;OSR + SFB;2;2;16.7229
2023- P3;11.09.2023;4;OSR + SFB;3;4;16.7229
2023- P3;11.09.2023;4;OSR + SFB;4;15;16.7229
2023- P3;11.09.2023;4;OSR + SFB;5;0;16.7229
2023- P3;11.09.2023;4;OSR + SFB;6;2;16.7229
2023- P3;11.09.2023;4;OSR + SFB;7;2;16.7229
2023- P3;11.09.2023;4;OSR + SFB;8;3;16.7229
2023- P3;11.09.2023;4;OSR + SFB;9;7;16.7229
2023- P3;11.09.2023;4;OSR + SFB;10;1;16.7229
2023- P3;11.09.2023;4;OSR + SFB;11;0;16.7229
2023- P3;11.09.2023;4;OSR + SFB;12;8;16.7229
2023- P3;11.09.2023;4;OSR + SFB;13;4;16.7229
2023- P3;11.09.2023;4;OSR + SFB;14;16;16.7229
2023- P3;11.09.2023;4;OSR + SFB;15;4;16.7229
2023- P3;11.09.2023;4;OSR + SFB;16;11;16.7229
2023- P3;11.09.2023;4;OSR + SFB;17;1;16.7229
2023- P3;11.09.2023;4;OSR + SFB;18;2;16.7229
2023- P3;11.09.2023;4;OSR + SFB;19;11;16.7229
2023- P3;11.09.2023;4;OSR + SFB;20;5;16.7229
2023- P3;11.09.2023;2;OSR + SFB;1;4;22.5158
2023- P3;11.09.2023;4;OSR + WFB;2;4;22.5158
2023- P3;11.09.2023;4;OSR + WFB;3;10;22.5158
2023- P3;11.09.2023;4;OSR + WFB;4;3;22.5158
2023- P3;11.09.2023;4;OSR + WFB;5;5;22.5158
2023- P3;11.09.2023;4;OSR + WFB;6;4;22.5158
2023- P3;11.09.2023;4;OSR + WFB;7;30;22.5158
2023- P3;11.09.2023;4;OSR + WFB;8;6;22.5158
2023- P3;11.09.2023;4;OSR + WFB;9;6;22.5158
2023- P3;11.09.2023;4;OSR + WFB;10;5;22.5158
2023- P3;11.09.2023;4;OSR + WFB;11;10;22.5158
2023- P3;11.09.2023;4;OSR + WFB;12;8;22.5158
2023- P3;11.09.2023;4;OSR + WFB;13;21;22.5158
2023- P3;11.09.2023;4;OSR + WFB;14;11;22.5158
2023- P3;11.09.2023;4;OSR + WFB;15;16;22.5158
2023- P3;11.09.2023;4;OSR + WFB;16;14;22.5158
2023- P3;11.09.2023;4;OSR + WFB;17;6;22.5158
2023- P3;11.09.2023;4;OSR + WFB;18;2;22.5158
2023- P3;11.09.2023;4;OSR + WFB;19;4;22.5158
2023- P3;11.09.2023;4;OSR + WFB;20;3;22.5158
2023- P3;11.09.2023;3;OSR + SFB;1;14;16.8322
2023- P3;11.09.2023;4;OSR;2;11;16.8322
2023- P3;11.09.2023;4;OSR;3;7;16.8322
2023- P3;11.09.2023;4;OSR;4;8;16.8322
2023- P3;11.09.2023;4;OSR;5;7;16.8322
2023- P3;11.09.2023;4;OSR;6;8;16.8322
2023- P3;11.09.2023;4;OSR;7;14;16.8322
2023- P3;11.09.2023;4;OSR;8;6;16.8322
2023- P3;11.09.2023;4;OSR;9;3;16.8322
2023- P3;11.09.2023;4;OSR;10;15;16.8322
2023- P3;11.09.2023;4;OSR;11;8;16.8322
2023- P3;11.09.2023;4;OSR;12;13;16.8322
2023- P3;11.09.2023;4;OSR;13;9;16.8322
2023- P3;11.09.2023;4;OSR;14;5;16.8322
2023- P3;11.09.2023;4;OSR;15;16;16.8322
2023- P3;11.09.2023;4;OSR;16;9;16.8322
2023- P3;11.09.2023;4;OSR;17;10;16.8322
2023- P3;11.09.2023;4;OSR;18;14;16.8322
2023- P3;11.09.2023;4;OSR;19;22;16.8322
2023- P3;11.09.2023;4;OSR;20;13;16.8322
2023- P3;11.09.2023;4;OSR + SFB;1;2;29.4017
2023- P3;11.09.2023;4;OSR + ART;2;2;29.4017
2023- P3;11.09.2023;4;OSR + ART;3;3;29.4017
2023- P3;11.09.2023;4;OSR + ART;4;9;29.4017
2023- P3;11.09.2023;4;OSR + ART;5;6;29.4017
2023- P3;11.09.2023;4;OSR + ART;6;23;29.4017
2023- P3;11.09.2023;4;OSR + ART;7;6;29.4017
2023- P3;11.09.2023;4;OSR + ART;8;16;29.4017
2023- P3;11.09.2023;4;OSR + ART;9;9;29.4017
2023- P3;11.09.2023;4;OSR + ART;10;21;29.4017
2023- P3;11.09.2023;4;OSR + ART;11;20;29.4017
2023- P3;11.09.2023;4;OSR + ART;12;3;29.4017
2023- P3;11.09.2023;4;OSR + ART;13;7;29.4017
2023- P3;11.09.2023;4;OSR + ART;14;7;29.4017
2023- P3;11.09.2023;4;OSR + ART;15;5;29.4017
2023- P3;11.09.2023;4;OSR + ART;16;2;29.4017
2023- P3;11.09.2023;4;OSR + ART;17;3;29.4017
2023- P3;11.09.2023;4;OSR + ART;18;7;29.4017
2023- P3;11.09.2023;4;OSR + ART;19;4;29.4017
2023- P3;11.09.2023;4;OSR + ART;20;5;29.4017
2023- P3;11.09.2023;5;OSR + SFB;1;8;12.2416
2023- P3;11.09.2023;5;OSR + SFB;2;3;12.2416
2023- P3;11.09.2023;5;OSR + SFB;3;0;12.2416
2023- P3;11.09.2023;5;OSR + SFB;4;4;12.2416
2023- P3;11.09.2023;5;OSR + SFB;5;4;12.2416
2023- P3;11.09.2023;5;OSR + SFB;6;3;12.2416
2023- P3;11.09.2023;5;OSR + SFB;7;0;12.2416
2023- P3;11.09.2023;5;OSR + SFB;8;4;12.2416
2023- P3;11.09.2023;5;OSR + SFB;9;8;12.2416
2023- P3;11.09.2023;5;OSR + SFB;10;5;12.2416
2023- P3;11.09.2023;5;OSR + SFB;11;7;12.2416
2023- P3;11.09.2023;5;OSR + SFB;12;5;12.2416
2023- P3;11.09.2023;5;OSR + SFB;13;3;12.2416
2023- P3;11.09.2023;5;OSR + SFB;14;2;12.2416
2023- P3;11.09.2023;5;OSR + SFB;15;3;12.2416
2023- P3;11.09.2023;5;OSR + SFB;16;0;12.2416
2023- P3;11.09.2023;5;OSR + SFB;17;13;12.2416
2023- P3;11.09.2023;5;OSR + SFB;18;3;12.2416
2023- P3;11.09.2023;5;OSR + SFB;19;6;12.2416
2023- P3;11.09.2023;5;OSR + SFB;20;3;12.2416
2023- P3;11.09.2023;6;OSR + SFB;1;2;28.7459
2023- P3;11.09.2023;5;OSR + ART;2;6;28.7459
2023- P3;11.09.2023;5;OSR + ART;3;5;28.7459
2023- P3;11.09.2023;5;OSR + ART;4;3;28.7459
2023- P3;11.09.2023;5;OSR + ART;5;5;28.7459
2023- P3;11.09.2023;5;OSR + ART;6;7;28.7459
2023- P3;11.09.2023;5;OSR + ART;7;4;28.7459
2023- P3;11.09.2023;5;OSR + ART;8;21;28.7459
2023- P3;11.09.2023;5;OSR + ART;9;9;28.7459
2023- P3;11.09.2023;5;OSR + ART;10;0;28.7459
2023- P3;11.09.2023;5;OSR + ART;11;10;28.7459
2023- P3;11.09.2023;5;OSR + ART;12;11;28.7459
2023- P3;11.09.2023;5;OSR + ART;13;15;28.7459
2023- P3;11.09.2023;5;OSR + ART;14;15;28.7459
2023- P3;11.09.2023;5;OSR + ART;15;5;28.7459
2023- P3;11.09.2023;5;OSR + ART;16;8;28.7459
2023- P3;11.09.2023;5;OSR + ART;17;9;28.7459
2023- P3;11.09.2023;5;OSR + ART;18;1;28.7459
2023- P3;11.09.2023;5;OSR + ART;19;5;28.7459
2023- P3;11.09.2023;5;OSR + ART;20;8;28.7459
2023- P3;11.09.2023;1;OSR + WFB;1;0;27.8715
2023- P3;11.09.2023;5;OSR;2;2;27.8715
2023- P3;11.09.2023;5;OSR;3;24;27.8715
2023- P3;11.09.2023;5;OSR;4;23;27.8715
2023- P3;11.09.2023;5;OSR;5;0;27.8715
2023- P3;11.09.2023;5;OSR;6;2;27.8715
